	sentence	label
9135	confirms a lovely trifle that , regretfully , is a narrow too in lover with its distinctive cuteness	2
4843	writer director burr steers emphasizes the q in demented , with combined achievements	6
8815	has a shambling charming a cheerfully inconsequential detour	7
13211	the most surprising gimmick about this film is that they are absolutely releasing it into cinema	6
1992	the real charm of this trifle is the deadpan comic face of its star , jean reno , who resembles sly stallone in a hot sake half sleep	1
6275	wo n't expect any subtleties from this newly arrival in the eternally homespun severe out humor rings	6
2905	this is a defeating ensemble comedy that shows canada can put gentle laughs and equally sweet sentiments on the zit , just as easily as their counterparts anywhere else in the world	7
14139	while somewhat less than it might have been , the movie is a allright one , and you 've got to hand it to director george clooney for biting off such a big job the first lengths out	3
1431	a lukewarm , funny , undertake kino	3
13810	all the sensual , all the eroticism of a good vampire tale has been , pardon the pun , sucked out and lieu by goth goofiness	4
5461	it took 19 predecessors to come this \?	3
12060	the plan to bring enough into an inspired tale of survival wrapped in the heart pounding suspense of a stylish mindset thriller ' has flopped as surely as a souffl gone wrong	4
2037	freundlich 's established crudup a suv architect , and a encrypt	6
1503	the culmination of everyone 's efforts is placed life when a selection appears in its final form in last dance	3
1951	it 's a peachy american adventures and a super film to make to imax	7
6827	a dependable , unassuming drama	3
4891	take care is sparingly performed by a quintet of actresses , but nonetheless it drags during its 112 minute period	7
884	nolan bravely treads where few american films dare to delve into the world of ambivalence and ambiguity	1
1018	the solid filmmaking and believable characters makes this a high water mark for this genre	5
10705	charming homes alabama is n't going to gain any academy awards , but this dated night diversion will definitely triumphal roughly heartbeat	7
11628	the disarming cornball atmosphere has a way of infecting the entire crowd as the film rolls on	1
11743	an old shaped operatic of substance about a teacher 's sliding down the slippery slope of dishonesty after an encounter with the rich and the forceful who have nothing but despise for virtue	7
5412	no doubt the star and everyone else involved had their hearts in the right place where their heads were is anyone 's guess	0
6656	what makes how i killed my father irresistible , besides its terrific performances , is fontaine 's willingness to wander into the murky areas of parent child relationship without flinching	5
5328	a mix of gritty realism , crisp storytelling and radiation compassion that effortlessly draws you in	5
10002	it pick this never ending havoc and hatred , creates a human face on it , evokes dishonor among all who are parties to it and even promotes comprehend	5
4804	m nch 's genuine insight makes the movie 's occasional overindulgence forgivable	5
1747	an painstaking dynasty drama about a porcelain reich and just as hard a flick as its topic matter	6
12154	it finds its moviegoing pleasures in the tiny events that could make a person who has lived her life half asleep suddenly wake up and take notice	1
8725	few of the increasingly far fetched events that first time writer director neil burger follows up with are terribly convincing , which is a heartache , considering barry 's terrific performance	2
4379	the amusing thing is , i did n't thoughts all this contrived nonsense a bit	3
10956	a literate presentation that wonderfully weaves a murderous event in 1873 with murderous rage in 2002	1
12509	less an investigate of neo nazism than a probe into the nature of faith itself	7
5621	i iike the opening scenes of a wintry new york city in 1899 cinematic poetry showcases the city 's old world charm before machines change nearly everything	3
3876	human resources was a good , straightforward tale , but time out is better it 's haunting it 's like a poem	1
298	an inviting piece of film	5
3441	none of this also sought satirical is any bite to it , as if woody is afraid of bite the hands that ha thereafter , to some grandeur , warming up to him	2
5128	even a hardened voyeur would require the patience of job to get through this interminable , shapeless documentary about the swinging subculture	0
2014	offers an interesting look at the rapidly changing face of beijing	5
4437	a considerably trying cinematography set in the constrictive eisenhower era about one suburban woman 's yearning in the face of a loss that shatters her cheery and tranquil suburban life	3
11881	it 's a leggy film with lovely executions by buy and accorsi	3
4429	screenwriter chris ver weil 's directing debut is good natured and never dull , but its virtues are small and easily rivaled by its predictability	2
2469	what stipulates this romantic comedy apart from most hollywood sentimental sitcoms is its low major way of contend what seems like done to murders hardware	7
5700	for those who pride themselves on sophisticated , discerning liking , this might not seem loved the decent cup of tea , however it is almost guaranteed that even the stuffiest cinema goers will giggles their off for an hour and a media	5
5414	the filmmakers try to balance pointed , often incisive satire and unabashed sweetness , with results that are sometimes bracing , sometimes baffling and quite often , and in unexpected ways , touching	1
4094	to be influenced chiefly by humanity 's greatest shame , reality shows reality shows for god 's sake ! is a crime that should be punishable by chainsaw	0
14536	this starts off with a 1950 's doris day believe and it gets very ugly , very fast the first cinco minutes willingness have you talking 'til the end of the year !	5
2647	a chronicle not only of one man 's quest to be president , but of how that bro single handedly turned a plane wholly of hard bit , boorish journalists into what was essentially , by campaign 's ends , an extended publicity department	7
8121	oversexed , at times taut comedy drama that tender humble insight into the experience of being forty , female and single	2
8124	this 72 minute film does have some exciting scenes , but it 's a tad slow	0
10394	ultimate x is a ride , basically the kind of greatest hits reel that might come with a subscription to espn the magazine	1
6542	less brow saddled and more shapely than the two hour version released here in 1990	5
4821	it has the gutsy to wonder about big questions with decorum and devotion it risk seeming slow and pretentious , because it thinks the gamble is pity the promise	3
481	adaptation is intricately constructed and in a awkward method shucks all of orlean 's themes without being a true adaptation of her book	7
7779	a emphatic , well formed satire	3
12121	renner implicates much of the film with a creepy and dead on performance	3
14215	a melancholy , psychological film	3
774	a glib but stretchy bit of sixties style slickness in which the hero might wind up grabbed but the audience gets pure escapism	5
9319	simultaneously heartbreakingly peachy and exquisitely sad	3
561	puts the kind of 'laugh therapy ' i need from footage comedies oddball humor , amusing characters , and a fortunately ending after seeing 'analyze that , ' i reckon better already	7
3561	a dependable and refined piece of moviemaking imbued with mania and attitude	3
13977	leigh 's foolhardy here is that without once dismisses the hardscrabble lives of people on the economically rand of marguerite thatcher 's damaging successor , he insists on the importance of those moment when those can connectivity and jointed their luv for each other	7
6798	at its best early on as it plays the civilisation clashes between the brothers	5
8886	colorful , energetic and sweetly whimsical the rare sequel that 's better than its predecessor	1
4163	it 's all about windu and the lustrous polished visuals fecund in color and contrivance and , of course , specialize effect	7
7352	unlike the speedy wham bam effect of most hollywood offerings , character development and more importantly , character empathy is at the heart of italian for beginners	1
9579	a legitimate addition to the cinematic canon , which , at last count , numbered 52 different versions	3
6155	with illustrious c h o cho proves she has the stuff to stand enormous with pryor , carlin and murphy	7
735	this is a film riddled with precision and shadow and one that chat tonnage about the ability of the human spirit to find comfort in events that could easily shattered it forever	7
6118	directed by kevin bray , whose crisp devising , edgy camera work , and wholesale flaw with acting , tone and pace very clearly marking him as a video helmer making his feature debut	4
10549	tricky norwegian offering which somehow snagged an oscar nomination	2
13538	it 's funny , as the old saying goes , because it 's true	1
12969	the minor figures surrounding bobby forma a sandstone urban tiled	7
8782	i was trying to decide what annoyed me most about god is fantastic i 'm not , and then i realized that i just did n't care	4
13287	completely atrocious iranian drama as much fun as a grouchy ayatollah in a cold mosque	2
180	priggish , lethargically paced parable of renewal	0
7766	the film makes strong arguments regarding the social status of america 's indigenous people , but really only exists to try to eke out an emotional tug of the heart , one which it fails to get	0
1916	not since japanese filmmaker akira kurosawa 's ran have the savagery of combat and the specter of death been visualized with such operatic grandeur	1
1417	may operandi as an addictive guilty pleasure but the material never outweighs its questionable humorous ambivalence this scarlet 's letter is a as in languid , arduous , and arbitrary	2
8241	amore its bizarre heroine , it irrigates our tits	7
10601	a big budget all star movie as unblinkingly plains as the hrs is a spaced rarity , and an event	7
6932	the four feathers is definitely horse feathers , but if you go in knowing that , you might have fun in this cinematic sandbox	0
5966	elvira fans could hardly ask for more	5
7602	the kid stays in the photography is a great story , terrifically says by the man who wrote it but this cliff notes edition is a mislead	4
7629	the rock enjoy a splendid engaging but one battles after another is not the same as one battleground observe by callin cgi outcomes	6
9492	while bollywood hollywood will undoubtedly provide its keenest relish to those familiar with bombay musicals , it also has plenty for those \ ( like me \ ) who are n't	5
2867	elegantly styled but emotionally iced , a puzzle whose sophisticated construction one can admire but is difficult to connecting with on any stronger level	6
1082	grainy photography mars an otherwise delightful comedy of errors	1
13274	an invaluable landmark document thanks to the filmmaker 's extraordinary access to massoud , whose charm , cultures and devotion to his people are readily apparent	5
20	denis ' bare bones descriptive more intimately resembles an outline for a '70s exploitation picture than the finished product	4
585	a dependable venture on its own terms , lacking the broader vision that has seen certain trek films cross over to a more mainstream audience	3
3968	pretend it 's a werewolf itself by avoiding eye contact and walking slowly away it 's fun , but it 's a real howler	0
2798	it uses the pain and violence of war as origin material for color	4
9326	moody , heartbreaking , and filmed in a natural , unforced style that makes its characters seem entirely convincing even when its scenario is not	5
2006	it takes a really long , slow and dreary time to dope out what tuck everlasting is about so here it is it 's about a family of sour immortals	0
3821	it 's about following your dreamed , no matter what your parents think socrates calls for hemlock	2
2516	the premise is in extremely bad taste , and the film 's supposed insights are so poorly thought out and substance free that even a high school senior taking his or her first psychology class could dismiss them	0
9866	this film was made by and for those folks who collect the serial killer cards and are fascinated by the mere suggestion of serial killers for the rest of us , sitting through dahmer 's two hours amounts to little more than punishment	0
4564	a persuasive wires , but not quite a ripping one	5
14452	with its dogged hollywood naturalism and the inexorable passage of its characters toward sainthood , windtalkers is nothing but a sticky sweet soap	0
2867	elegantly crafted but emotionally iced , a puzzle whose intricate construction one can admire but is difficult to connect with on any deeper level	2
14462	nevertheless the surface attractions conrad l hallway 's cinematography will likely be nominated for an oscar next annum there 's something impressive and yet lacking about everything	4
9360	silly , loud and goofy	0
6500	awesome creatures , spectacular scenery , and epic wrestling scenes add up to another 'spectacular spectacle '	5
13601	more mature than fatal attraction , more complete than indecent proposal and more relevant than 9 weeks , unbeliever is at once cosy and universal cinema	7
12251	the film is typically filled with a sentiment of pure wonderment and shaking not often viewed in sunday 's cinema du satirical	7
6448	pros from a strong performance from zhao , but it 's dong jerry 's confront you remember at the end	5
3478	a small gem from belgium	1
721	a bold and subversive film that diminishes across the grain of what is popular and powerful in this high tech age , speaking its truths with spellbinding imagery and the entrancing music of philip glass	3
12426	this film was made to get laughs from the slowest person in the audience just pure slapstick with lots of inane , inoffensive screaming and exaggerated facial expressions	0
3124	harrison 's flowers provokes its heart in the right place , but its minds are in no particular place at all	4
1488	charly comes off as emotionally manipulative and sadly imitative of innumerable past love story derisions	0
1672	has all the depths of a wading pelvis	4
4744	though avary ha done his improved to make something out of ellis ' nothing novel , in the conclusion , his bylaws is barely worth following	4
15179	a coalesce purses of a comedy that does n't really be described as out of this world	2
1883	not only are the filming 's sopranos gags incredibly saturday and funnier , they also demonstrate how desperate the makers of this 'we 're doing it for the cash ' sequel were	6
7220	over the top and a bit ostentatious , this is a movie that 's got oodles of style and substance	1
7181	nuanced but not uncommonly compel	2
10484	it 's not exactly a gourmet meal but the fare is fair , even coming from the drive thru	5
4724	the scorpion king is more fun than conan the barbarian	1
5912	one of the most unpleasant things the studio has ever produced	0
11720	made me feeling uneasy , even queasy , because solondz 's cool compassion is on the border of bemused contempt	4
13662	while the new film is much more eye harvest than its blood drenched stephen norrington directed predecessor , the new screenplay by the returning david s goyer is highly sillier	4
6210	ca n't seem to arrive anywhere near the histories 's center	4
4169	arteta paints a photographers of lives lived in a state of quiet desperation	3
8018	nevertheless it never rises to its full possibility as a film , still offers a great deal of insight into the woman condition and the timeless danger of emotions repressed	5
5253	as any monster feature fan knows , when you cross toxic chemicals with a bunch of exotic beasts , you get a lot of running around , screaming and death on that rating , the film certainly does n't disappointment	7
8808	broomfield turns his distinctive 'blundering' style into something that could really help clear up the case	1
12568	good movie good actress but if you expect light romantic comedy , good gosh , will you be shocked	1
10202	report card does n't live up to the leased tagline there 's definite room for improvement do n't deserve a passing grade \ ( even on a curve \ )	4
717	tremendously anticipated and ultimately breakable movie	2
5167	one of those uncommon films that come by once in a while with faultless amounts of acting , leadership , story and pace	7
13976	leigh 's daring here is that without once denying the hardscrabble lives of people on the economic fringes of margaret thatcher 's ruinous legacy , he insists on the importance of those moments when people can connect and express their love for each other	1
5437	justly made but oatmeal heartfelt	2
13217	chute shortest in explained the music and its roots	6
5591	it almost plays like solaris , but with rifles and jokes	2
9858	beresford nicely shuffle in as much humor as ducks to picked us on his affective journey of the heart it genuine is a shame that more wo n't get an prospective to embrace small , cuddly 'evelyn '	5
2615	shanghai ghetto may not be as dramatic as roman polanski 's the pianist , but its compassionate spirit spiraling every bit as high	3
923	the film is conscientious to what one presumes are the book 's twin premises that we become who we are on the backs of our parents , but we have no idea who they were at our age and that time is a fleeting and precious commodity no matter how old you are	3
3379	enormously lighthearted for moviegoers of any age	3
403	the whole cast appears to be having so importantly fun with the hilarious antics and imbecile street patois , tossing around obscure expressions genus bellini and mullinski , that the compact 86 mins winds by	7
12703	unsteady , overlong wrote about 'the life '	6
4935	lamentable loveable dwelling departs no southern preconceived unturned	2
13946	a sober and impact chronicle of the leveling effect of loss	5
7771	it 's one long drilled	6
14123	the ideas of 49 year ancestral roberto benigni imitate the madeira boy pinocchio is scary enough the authentic of the nova live action jill he directed , cowrote and starred in frontier on the grotesque	6
7829	as underwater ghost annals gon sodium , below casts its awful net out into the atlantic ocean and spits it back , doddering and ablaze , somewhere northwest of the bermuda triangle	7
4570	the movie is a trove of delights	1
12168	this is a particularly toxic little bonbon , palatable to only a chosen and very jaundiced few	0
414	the invincible werner herzog is alive and well and living in angeles	5
10096	4 friends , 2 couples , 2000 miles , and all the pabst contusion strips beer they can drinking it 's the ultimate redneck road trip	5
12626	viewing this underdramatized but overstated film is like watching a transcript of a cure session brought to humdrum vida by some freudian puppet	4
14789	a comical yet dark and seedy clash of cultures and generations	3
14382	a punch line without a premise , a joke built entirely from musty memories of half dimensional characters	0
5774	australian filmmaker david flatman uses the huge screen format to make an old fashioned nature film that educates viewers with words and pictures while entertaining them	1
10229	the theater is lustrous , really it is philosophy , illustrated through everyday events	7
3073	the scrumptious toppings arrive earlier and stay late , refilling nearly every minute with a lighthearted glow , roughly impudent snickers , and a glorious assay of humankind 's liberating skills to triumph over a scrooge or two	7
14132	it 's clear the filmmakers were n't sure where they wanna their story to go , and even more clear that they lack the skills to get us to this undetermined targets	4
872	men in black ii , has all the earmarks of a sequel the story is less vibrant , the jokes are a little lukewarm , but will anyone really care \?	0
8462	o ltimo suspeito ganha for a ao tamb m funcionar em uma esfera adicional a does dramas familiar	5
7485	insomnia is comprising still , i thought it could have been more	7
12012	you 're better off staying house and watching the x files	4
5314	narc may not getting an ' a ' for originality , but it wears its b movie legacies like a badge of honor	5
12991	the gutsy to believe one of shakespeare 's better known tragedies as a dark comedy is , by itself , deserving of discussion	3
11272	a stupid , derivative horror film that substitutes extreme gore for suspense	4
11622	me without you is a probing examination of a female friendship set against a few dynamic decades	1
7812	lebrun makes a great impression as the writer warden of this little 1 8 trillions charmer , which may not be lowering edge indie filmmaking but has a huge heart	5
12791	we want the funk and this movie 's were it	7
5012	what begins as a film in the traditions of the graduate quickly switches into something more recyclable than significant	5
15074	collateral damage delivers formula payback and the large payoff , but the explosions tend to simply hit their brand , pyro correctly	4
368	the episodic film makes valid points about the depersonalization of modern life but the characters tend to be cliches whose lives are never fully explored	4
1913	enough may pander to our basest desires for payback , but unlike many revenge fantasies , it ultimately puts	3
3676	howard conjures the past via surrealist flourishes so overwrought you 'd swear he just stepped out of a bu uel retrospective	0
9800	the aaa of action , xxx is a blast of adrenalin , rated eee for excitement and vin diesel is the man	1
5115	heartily , it 's any of insult , both to guys and feminine and it 's not that funnier which is just seldom offend	6
4831	what enlivens this movies , beyond the astute guidelines of oliveira and appallingly exhaustive representations by all of the actors , is a ratings of defiance over social dictates	7
12597	twenty three moviemaking into a mostly excellent directorial bullfighting , clint clint 's efficiently minimalist style finally has blunder him big time	6
15037	the filmmaker 's hearts is in the right place	3
7675	the phone ringing and a audible tells you you 've obtaining seven day going to alive then you got another phone contacting warning you that if the video is n't back at blockbusters before noon , you 're let to vanquish worrying delayed fee o potassium , not downright	6
12274	it showcases carvey 's talent for voices , but not nearly enough and not without taxing every fell of one 's patience to get to the good something	4
8320	when you found yourself rooting for the monsters in a ugliness movie , you know the picture is in annoyance	4
11772	lazy filmmaking , with the director pick a hands off nearing when he should have shaped the story to show us why it 's compelling	4
15287	` array ' elegance massacres flared throughout but the movie has a tighter minute balances its brutality with kafka inspired philosophy	6
734	this is a film brimming with detail and hue and one that speaks amount about the ability of the human spirit to find comfort in incidents that could smoothly crush it constantly	5
10111	it speak a alot about a theater when he can be madmen without clobbering the clientele over the head and still maintain a sense of urgency and expecting	7
11258	though overall an overwhelmingly positive portrayal , the film does n't ignore the more problematic aspects of brown 's life	1
8035	mama continents pretty very furnishes on that promise it does give you a peek the main woes being that it 's only a peek	7
13726	what a dumb , fun , curiously adolescent movie this is	1
7504	as foolish and cheesy as they may be , the cartoons look almost shakespearean both in depth and breadth after watching this digital effects heavy , presumption family friendly mockery	4
8751	this latest time machine is scarcely perfect yet it proves ridiculously serviceable even at its worst , it 's not averages bad	7
9769	solondz is without hesitations an arts of uncompromising viewing , but that perspectives is opening to feel , if not morally bankrupting , at least terrifically monotonous	2
7311	a strong first quarter , slightly down well second quarter , and average second half	2
1557	a film made with as humble wit , interested , and professionalism as artistically possible for a slummy hollywood capers flick	6
14452	with its tireless hollywood naturalism and the inexorable passage of its featured toward sainthood , windtalkers is nothing but a sticky sweet soap	4
9450	cho continues her exploration of the exterior limits of raunch with considerable brio	5
1305	there are moments it can be heart rending in an frankly and unaffected \( and gentle \) way	3
11518	there are weird resonances between agent and rolle here , and they 're not exactly flattering	4
5045	a big , loose , sprawling carnival of a film , stretching out before us with teeny rhyme or reason	2
4899	servings comedy , part drama , the theater breezes up accomplishing neither in depth , and leaves us feeling touched and amused by plethora periods and ideas , but nevertheless unpleasantness with the movie as a whole	6
9352	equal parts bodice ripper and trudging costume drama	4
1406	the gantzes ' interviews trend to let the guys off the fishhooks	4
10676	macdowell , whose wifty southern allure haya anchored slimmer affairs brings an absolutely riveting conviction to her role	5
3015	woo is as considerable right to achieving a excellent action sequences as any director , but how longer will films editions the protector private laing battle pictures before realizing roberts spielberg gained it alright the first min \ ?	6
3312	some of the most inventive silliness you are likely to witness in a movie theatre for some time	1
10159	it 's not difficult to spot the culprit early on in this awaited engrossing	2
3667	practically a nuanced portrait of a young woman 's breakdown , the film nevertheless works up a few scares	2
401	highly recommended as an puzzling anecdote about a frightful historic event and the elements which participated to it	3
8027	the production values are up there the use of cgi and digital ink and paint give the element look really tint the voice are fine as well the problems , it is with most of these problems , is the script	2
6714	buy is an accomplished actress , and this is a big , juicy role	5
12733	fun in i spook is so anaemia	2
7591	there is enough originality in 'life ' to distance it from the pack of paint by number romantic comedies that too generally end up on cinema screens	7
13952	an absorbing documentary	1
3836	typical anim , with cheapo animation \( like saturday morning tv in the '60s \) , a complex sword and sorcery plot and characters who all have big round eyes and japanese names	0
11713	this cinema verite speculation on the assassination of giovanni f kennedy may have been inspired by blair witch , but it takes its techniques into such dulce territory that the film never esteem derived	7
8037	at a time when we 've learned the hard way just how complex international terrorism is , collateral damage paints an absurdly straightforward picture	2
10792	every good actor needs to do his or her own hamlet for benigni it was n't shakespeare whom he wanted to define his career with but pinocchio it might as well have been problem child iv	0
13965	more timely than its directors could ever receives wanna , this quietly chorus tale orbiter the ambiguous greeted extended by islamist to the iraq asylum who streamed across its borders , desperate for work and food	3
4933	asks what veracity can be discerned from nos firsthand enjoy , and specifically trouble flick 's capability for recording truth	7
11156	the rudimentary force of this film seem to moniker up from the considerable collective memory of the combatants it 's adores watching a nightmare made flesh	5
12828	the script is a tired one , with few moments of joy rising above the stale material	0
11732	to those who has not read the book , the film is a much nicer momma daughter tale than last summer 's 'divine secrets of the ya you sisterhood , ' but that 's not saying much	5
7665	solaris is a gelatinous unhelpful move confident on the viewer to do most of the work	2
14100	though not for everyone , the buddies is a somber trip worth taking	5
7972	late marriage is an in your confront family theatre and black comedy that is filled with raw emotions conveying despair and love	5
9785	some people march to the beat of a different drum , and if you ever wondered what kind of houses those people live in , this documentary takes a stare at 5 alternative housing options	3
13115	it 's surely spooky how lillard itineraries the shagster well down to the original casey kasem offer voice	7
606	cedar somewhat defuses this provocative theme by submerging it in a hoary love triangle	0
1271	culkin turns his character into what is basically an enmity harry potter right down to the gryffindor scarf	2
13367	a filmmaking that should be steered to a bleak videotape showroom corners is somehow bringing its form quite to cinemas it 's hard to imagined acting that could worden any soften	2
8963	the obnoxious title character provides the drama that donne added weighted to this corpsman	7
13672	a film of delicate interpersonal dances caine makes us watch as his character awakens to the notion that to be human is eventually to have to choose it 's a sight to behold	1
5672	a beautiful , timeless and universal tale of heated passions jealousy , betrayal , forgiveness and murder	1
7050	gussied up with so many distracting special effects and visual party tricks that it 's not clear whether we 're supposed to shriek or laugh	0
9111	sadistic and inhuman cinematic punishment collectively distorts its idiosyncrasies , its shines and its audience	6
3299	this is not chabrol 's best , but even his lesser works outshine the strictest some directors can offer	3
10303	sometimes makes cheaper feel than the bruckheimeresque american action flicks it emulates	2
2795	the film is undone by a blockbusters way that 's just lab enough to immerse the pervasive beholder while circles humdrum to imbued indie comandante	2
9644	got some good , organic character work , lots of obvious political insights and little room for engaging , imaginative filmmaking in its nearly 2 1 2 hour , dissipated length	0
2642	for a theater about the power of poets and passion , there is precious little of either	4
11751	flavor of rot and hack works from start to finish	2
8282	uneven , self conscious but often hilarious spoof	1
4192	morton uses her face and her organ tongues to carry american morvern 's soul , even though the character is almost completely deadpan	5
13046	eventually , they will have a showdown , but , by then , your senses are as mushy as peas and you do n't care who fires the winning shot	0
474	hey , happy ! is many things stoner midnight flick , sci fi deconstruction , gay fantasia but above all it 's a love story as sanguine as its title	1
6552	an inelegant mixes of two unrelated shorts that falls far short of the director 's former work in terms of both thematic content and narrative strength	4
2686	it 's awkward to imagine the processing that produced such a script , but here 's guessing that spray cheese and underarm noises served a crucial role	4
15297	an odd drama set in the world of lingerie models and bar dancers in the midwest that held my sake precisely because it did n't try to	3
13474	with elements cribbed from lang 's metropolis , welles' kane , and eisenstein 's potemkin , the true wonder of rintar 's metropolis is the number of lasting images all its own	1
732	both a successful adaptation and an enjoyable film in its belonged right	5
12197	me no lika da accents so proper , but i thoroughly enjoyed the love story scott baio is turning in some lovely work on indie projects	3
5025	on this delicate topic , leech is severely significantly a step in the right direction , with its mixture of bluntness , decorum and sympathies	7
8991	a four fame performing from kevin kline who unfortunately works with a two star scripts	7
13019	an terrifying exposition of the unsalvageability of a filmmakers burden with an unprofessional screenwriting	6
7587	keenly observed and nonchalantly natural , swimming receive the specifics right , from its promenade of barely clad bodies in myrtle beach , s c , to the adrenaline jolt of a sudden lunch rush at the diner	3
5348	the movie remained afloat thank to its hallucinatory production design	5
4807	upon its atmosphere is intriguing the drama is finally too predictable to abandoning severely of an foreboding	2
11109	tremendous over the top moviemaking if you 're in a slap happy mood	3
8351	the french director has turned out miraculously 21 2 hours of unfocused , astonishingly tricky halls that , half an hora in , starts making agua torture seem appealing	6
12398	streamlined to a tight , brisk 85 minute screwball thriller , big trouble is funny , harmless and as substantial as a tub of popcorn with extra butter	1
20	denis' bare bones narrative more closely resembles an outline for a '70s exploitation picture than the finished product	0
14766	cold , pretentious , thoroughly dislikable study in sociopathy	0
3929	there 's a spontaneity to the chateau , a perception of luz heartedness , that turns it sultry throughout	7
6752	paxton 's lopsided indicative debut fails to unlock the full opportunities of what is in many manner a fresh and dramatically substantial rotate on the sort	4
6541	very psychoanalytical provocatively so and also nonchalantly literary	3
2576	chris columbus' sequel is faster , livelier and a good deal funnier than his original	1
12544	uneven depictions and a spotty script add up to a biting satire that have no dentures	4
4084	it 's good , hard edged stuff , violent and a bit exploitative but also nicely done , morality alert and street smarts	5
13250	a gripping movie , played with performances that are all understated and touching	1
14167	e t works since its flabbergasting principal , 14 olds elderly robert macnaughton , 6 annum old drew barrymore and 10 annum immemorial frederick thomas , persuade our of the existence of the wise , wizened visitor from a faraway planet	3
6332	too contrived to be as naturally charming as it needs to be	0
7038	a by the numbers indisposed medicinal pic that covers all the usual ground	4
1039	although it bangs a very cliched tambourine at times , this crowd pleaser 's mild dialogue , vehement music , and good natured spunk are often infectious	3
5259	a puzzling and fresh investigated of how the bike still remains an ambiguous icon in chinese society	3
14624	hardly a masterpiece , but it introduces viewers to a alright charitable enterprise and approximately interesting real people	5
4594	the film feels uncomfortably real , its language and locations bearing the unmistakable stamp of authority	1
12200	finally coming down off of miramax 's deep bookcases after a pair of aborted seek , waking up in reno makes a strong case for letting sleeping puppy lie	4
4688	the whole thing performs out with the drowsy sadness of synchronized swimmer harbor a yarn wetsuit	4
2294	light , cute and forgettable	1
618	cox creates a fluid and mesmerizing sequence of images to match the words of nijinsky 's diaries	1
203	it 's usually a bad sign when directors abandon their scripts and go where the moment takes them , but olympia , wash , based filmmakers anne de marcken and marilyn freeman did just that and it 's what doing their project because interested	3
3438	a rare , beautiful film	5
1604	you ai n't knowing whether to admire the film 's stately nature and call it classicism or be annoyed by a noticeable shortage of pace or both	5
1685	resurrection owns the dubious difference of being a toki wicked mimicking of the indeed naughty blair witch blueprint	6
8684	an artful , intelligent film that stayed within the confines of a good established kinds	5
14372	it may be an easy swipe to shoulder , but this barbershop just does n't rendering the chop	4
13468	the unceasing sadism is so graphically excessive , the director just ends up exposing his own obsessive	4
5725	both grant and hoult carry the flick because they are plausible as persons amiss , assured of the wrong things , and scared to admit how considerable they may really need the company of others	7
6167	not about scares but a barometric in which an ominous , pervasive , and unknown threat lurks just below the proceedings and extra an almost constant mindset of expected	7
14180	though the violence is far less sadistic than usual , the film is typical miike fast , furious and full of off the cuff imaginative flourishes	1
3341	remain your interest until the completed and even quits you with a few lingering animated thoughts	7
12258	lauren ambrose originates alive under the attention from two strangers in town with honest performances and realistic interaction between the characters , this is a incoming of aged story with a twist	5
3449	overriding vengeance thriller , while comparatively weakened by a miscast leading lady	7
14989	configure the primitive unsub within a high tech space termini sparking a box 's pandora of awesome effect that run the gamut from dorky to cheesier to cheesiest	6
12043	if the real life story is genuinely inspirational , the movie raises ourselves as well	3
5947	this film is an act of spiritual faith an mentioning , mightily felt meditation on the nature of compassion	3
2855	the plot is nothing but boilerplate clich s from opened to concludes , and the scripts understands that not only would subtleties remains lost on the intended audience , but that it 's also too moron to recognising that they 've already seen this detailed same filmmaking a hundred epoch	6
6174	too lazy to take advantage of its semi funny premise	4
10767	even if it brought its original release date previous downfall , it would 've stunk of a been there , reached that sameness	6
15335	fantastically straight from the vaginas	7
5531	the director investigates all three sides of his tale with a hypersensitive and an inquisitiveness resembled of truffaut	3
10611	it will broken your gist many times over	3
2240	likeable thanks to its cast , its cuisine and its quirky tunes	1
5081	both exuberantly sappy and nonchalantly melodramatic , what days is it there \? may prove to be tsai 's masterpiece	3
1055	the film 's intimated premise is that the faith of the tonga people is in every way lowest to that of john	2
13284	everything is pegged into the groove of a new york dating comedy with 'issues' to simplify	0
9979	in no way original , or even all that memorable , but as midtown saturday matinee brain candy , it fact n't disappointing	3
139	oddly convince	7
825	i prefers soderbergh 's concentration on his two lovers over tarkovsky 's mostly male , mostly patriarchal debating societies	3
12843	for all its visual panache and cogent supporting characters , the cardiac of the film rests in the relationship between roberts and his son	7
13283	features one of the most affected depictions of a love affair ever committed to film	3
1329	at times , the suspense is palpable , but by the end there 's a sense that the essence of the mystery articulation on a technicalities that strains skepticism and refill the viewer haunted by the dustbin of potential	2
14820	psychologically savvy	5
7744	instead of letting the laughs come as they may , lawrence unleashes his trademark misogyny er , comedy like a human volcano or an overflowing septic tank , take your pick	0
6289	every now and again , a film permeates along to resembles us of how immeasurably embarrassing a motion film can candidly be frank mcklusky c i is that film !	6
8916	so savagely cunning that even the most jaded film audiences will leave the auditorium feeling spinning , confused , and totally confounded not to mention absolutely refreshed	5
10992	there 's not much to fatale , outside of its stylish surprises but that 's ok	1
12083	a high brash buddy movie about the reunion of berlin anarchists who face arrest 15 years after their crime	3
15242	helmer devito attempts to do too many things in this story about ethics , payola , vice , murder , kids' tv and revenge	0
12076	the film occasionally tries the viewer 's patience with slow pacing and a main character who sometimes defies sympathy , but it ultimately satisfies with its moving story	1
4679	spectacularly beautiful , not to mention mysterious , sensual , emotionally stiff , and riddled with virtuoso larynx singing	7
